crack_start,crack_tip,load_location,load_condition,bottom_surface_deflections
"(2.6968555214806837, 0)","(2.6968555214806837, 0.4530094306019842)",[5.79951002 1.        ],[    0 -7486],"[ 0.         -0.01734547 -0.03463285 -0.0518038  -0.068799   -0.08555596
 -0.10200655 -0.11808333 -0.1337593  -0.14913101 -0.16481356 -0.17439585
 -0.18229767 -0.18912356 -0.19521167 -0.20046571 -0.20481652 -0.20822182
 -0.21063416 -0.21199889 -0.2122547  -0.21132776 -0.20912406 -0.20554327
 -0.20054053 -0.19418124 -0.18658623 -0.17786991 -0.16812655 -0.15743858
 -0.14588458 -0.13354274 -0.12049153 -0.10680967 -0.09257597 -0.07786927
 -0.06276841 -0.04735222 -0.03169953 -0.01588918  0.        ]"
"(8.204534849645146, 0)","(8.204534849645146, 0.40373871426298813)",[3.0337303 1.       ],[    0 -9336],"[ 0.         -0.01722706 -0.03433442 -0.0512024  -0.06771132 -0.08374166
 -0.09917415 -0.11388993 -0.12776961 -0.14068904 -0.15250928 -0.16306624
 -0.1721879  -0.1797713  -0.185851   -0.19053064 -0.19390592 -0.19604736
 -0.19701075 -0.19684708 -0.19560682 -0.19334084 -0.1901003  -0.18593653
 -0.18090089 -0.17504455 -0.16841796 -0.16106918 -0.15304231 -0.14438376
 -0.13517335 -0.12558464 -0.11612442 -0.10296271 -0.08894555 -0.07457408
 -0.05999194 -0.0451942  -0.0302223  -0.0151382   0.        ]"
"(5.723831401928188, 0)","(5.723831401928188, 0.42352977324515934)",[3.75532757 1.        ],[    0 -1613],"[ 0.         -0.00374506 -0.00747165 -0.01116132 -0.0147956  -0.01835602
 -0.02182413 -0.02518146 -0.02840958 -0.03149009 -0.03440469 -0.03713495
 -0.03966165 -0.04196303 -0.04401299 -0.04578397 -0.04726    -0.04844772
 -0.04936369 -0.05002384 -0.0504554  -0.05072853 -0.05107386 -0.04961565
 -0.04770966 -0.04558342 -0.04331261 -0.04088141 -0.03829602 -0.03557293
 -0.03272669 -0.02976955 -0.02671282 -0.02356754 -0.02034475 -0.01705551
 -0.01371087 -0.01032193 -0.00689975 -0.00345541  0.        ]"
"(8.468804905883601, 0)","(8.468804905883601, 0.15014891218718077)",[2.79126502 1.        ],[    0 -7227],"[ 0.         -0.01250177 -0.02490758 -0.03712148 -0.04904762 -0.06059039
 -0.07165445 -0.08214409 -0.09195988 -0.10099097 -0.10910702 -0.11617156
 -0.12210159 -0.12692055 -0.13070535 -0.13352677 -0.1354361  -0.1364732
 -0.13667424 -0.13607498 -0.13471149 -0.13262004 -0.12983702 -0.12639884
 -0.12234192 -0.11770268 -0.11251752 -0.10682264 -0.10065352 -0.09404473
 -0.08702509 -0.07963398 -0.0719891  -0.06424061 -0.0555701  -0.04654644
 -0.03744377 -0.02822573 -0.01888375 -0.00946144  0.        ]"
"(3.7292467445337296, 0)","(3.7292467445337296, 0.23488826142909183)",[5.95190494 1.        ],[    0 -3143],"[ 0.         -0.00582243 -0.01162184 -0.0173752  -0.0230595  -0.02865174
 -0.03412894 -0.03946809 -0.0446458  -0.04963761 -0.05441641 -0.05894969
 -0.06322021 -0.06729604 -0.07138859 -0.07401434 -0.07604436 -0.07778127
 -0.0791875  -0.08016058 -0.08068233 -0.08073729 -0.08029978 -0.07933321
 -0.07779722 -0.07567438 -0.07299355 -0.06980686 -0.06616378 -0.06210533
 -0.05766755 -0.05288488 -0.04779157 -0.04242202 -0.03681072 -0.03099219
 -0.02500097 -0.01887161 -0.01263863 -0.00633658  0.        ]"
"(3.817065605487252, 0)","(3.817065605487252, 0.42611153568184096)",[1.90148189 1.        ],[    0 -5544],"[ 0.         -0.01051632 -0.02095176 -0.03122559 -0.04125676 -0.05096142
 -0.06024696 -0.06900588 -0.07712576 -0.08453428 -0.0912379  -0.09727892
 -0.10269654 -0.10755458 -0.11202387 -0.11668259 -0.1167468  -0.11565268
 -0.1139704  -0.11189596 -0.10938145 -0.10643465 -0.10308983 -0.09937615
 -0.09531697 -0.09093315 -0.08624493 -0.0812725  -0.0760361  -0.07055603
 -0.06485258 -0.05894606 -0.05285678 -0.04660505 -0.04021117 -0.03369546
 -0.02707821 -0.02037973 -0.01362033 -0.00682032  0.        ]"
"(4.37805092768474, 0)","(4.37805092768474, 0.3287922399646009)",[4.64229872 1.        ],[    0 -9372],"[ 0.         -0.02221384 -0.04433758 -0.06628108 -0.08795426 -0.10926698
 -0.13012917 -0.15045077 -0.17014185 -0.18911258 -0.20727269 -0.22452961
 -0.24078328 -0.25591606 -0.2698002  -0.28241535 -0.29412187 -0.30625516
 -0.30807443 -0.30658014 -0.30320677 -0.29837063 -0.29185978 -0.28377268
 -0.27426047 -0.26343543 -0.25138775 -0.23819998 -0.22395308 -0.20872809
 -0.19260633 -0.17566929 -0.15799847 -0.13967542 -0.12078166 -0.10139873
 -0.08160816 -0.06149147 -0.04113019 -0.02060586  0.        ]"
"(8.454701844376274, 0)","(8.454701844376274, 0.1656074143414707)",[3.10971237 1.        ],[    0 -8857],"[ 0.         -0.01588328 -0.031653   -0.04719562 -0.06239761 -0.07714556
 -0.09132634 -0.10482719 -0.11753484 -0.12933149 -0.14008536 -0.14964076
 -0.1578345  -0.1645689  -0.16987675 -0.17385638 -0.17659857 -0.17817023
 -0.17862428 -0.17800909 -0.17637255 -0.17376291 -0.17022869 -0.16581854
 -0.16058115 -0.15456523 -0.14781944 -0.14039218 -0.13233086 -0.12368175
 -0.11448334 -0.10478828 -0.09475395 -0.0845811  -0.07317555 -0.06129785
 -0.04931452 -0.03717695 -0.02487366 -0.01246299  0.        ]"
"(1.855548992294079, 0)","(1.855548992294079, 0.45212100985600323)",[5.25950593 1.        ],[    0 -2773],"[ 0.         -0.00649881 -0.01297198 -0.01939249 -0.02573335 -0.03197904
 -0.03814965 -0.0444149  -0.0489066  -0.05289363 -0.05654228 -0.05995447
 -0.06309581 -0.06593901 -0.06846462 -0.07065164 -0.0724772  -0.07391741
 -0.07494678 -0.07553543 -0.07564603 -0.07523889 -0.07429488 -0.07283566
 -0.07090347 -0.06853815 -0.06577207 -0.06263322 -0.05914819 -0.05534339
 -0.05124535 -0.0468807  -0.04227607 -0.03745815 -0.0324536  -0.02728907
 -0.02199123 -0.01658674 -0.01110226 -0.00556446  0.        ]"
"(4.766731415709844, 0)","(4.766731415709844, 0.30597505896321325)",[6.30856625 1.        ],[    0 -5161],"[ 0.         -0.01003274 -0.02003004 -0.02995646 -0.03977653 -0.04945483
 -0.0589559  -0.06824431 -0.0772846  -0.08604138 -0.09447927 -0.10256294
 -0.1102569  -0.11752459 -0.12432615 -0.1306139  -0.1363357  -0.14148738
 -0.14623372 -0.15116401 -0.15161419 -0.15066915 -0.14895574 -0.14657593
 -0.14331854 -0.13910709 -0.13393729 -0.1278704  -0.12099834 -0.11340554
 -0.10516165 -0.09632806 -0.08696362 -0.0771269  -0.06687675 -0.05627215
 -0.04537217 -0.03423589 -0.02292239 -0.01149073  0.        ]"
"(7.75393306935635, 0)","(7.75393306935635, 0.2726391956728653)",[3.99281081 1.        ],[    0 -6132],"[ 0.         -0.01201808 -0.02396879 -0.03578473 -0.04739852 -0.05874279
 -0.06975014 -0.0803532  -0.0904846  -0.10007704 -0.10906345 -0.11737696
 -0.12495041 -0.13171345 -0.13758609 -0.14247177 -0.14626873 -0.14892058
 -0.15046125 -0.15097004 -0.15052104 -0.14917182 -0.14697029 -0.14396123
 -0.14018898 -0.13569756 -0.13052958 -0.12472345 -0.11831394 -0.111367
 -0.10405295 -0.09673718 -0.08715948 -0.07693599 -0.06649543 -0.05585702
 -0.04497583 -0.03389589 -0.0226737  -0.01135949  0.        ]"
"(6.587410935059558, 0)","(6.587410935059558, 0.3364504040266004)",[4.06036297 1.        ],[    0 -4497],"[ 0.         -0.00935017 -0.01865093 -0.02785286 -0.03690654 -0.04576256
 -0.0543715  -0.06268395 -0.07065049 -0.07822178 -0.08534862 -0.09198199
 -0.09807262 -0.10356893 -0.10841224 -0.11253175 -0.11585286 -0.11833426
 -0.12000091 -0.1209109  -0.12111776 -0.12066064 -0.11956634 -0.11785772
 -0.11559414 -0.11294962 -0.11037982 -0.1047351  -0.09825469 -0.09142206
 -0.08430803 -0.07684783 -0.06906707 -0.06101266 -0.05272484 -0.04423903
 -0.0355887  -0.02680677 -0.01792607 -0.00897951  0.        ]"
"(7.00122035718929, 0)","(7.00122035718929, 0.26963522070862606)",[7.02913655 1.        ],[    0 -1915],"[ 0.         -0.00289366 -0.00577679 -0.00863888 -0.01146941 -0.01425786
 -0.01699369 -0.0196664  -0.02226545 -0.02478034 -0.02720053 -0.02951551
 -0.03171475 -0.03378773 -0.03572394 -0.03751284 -0.03914392 -0.04060666
 -0.04189055 -0.04298509 -0.04387981 -0.0445642  -0.04502742 -0.04525759
 -0.04523973 -0.04495494 -0.04439983 -0.04363845 -0.04289223 -0.04053308
 -0.03765731 -0.03457223 -0.03131441 -0.02784647 -0.02419303 -0.02038709
 -0.01645698 -0.01242852 -0.00832653 -0.00417552  0.        ]"
"(2.0419272412153906, 0)","(2.0419272412153906, 0.3208850447863049)",[6.00123926 1.        ],[    0 -8839],"[ 0.         -0.01690145 -0.03373729 -0.05043951 -0.06693394 -0.08314207
 -0.09901962 -0.11465296 -0.13046112 -0.14282694 -0.15404003 -0.16455002
 -0.17444754 -0.18354779 -0.19177607 -0.19908516 -0.20541948 -0.21071754
 -0.21491563 -0.21794975 -0.21975529 -0.2202632  -0.2193905  -0.2170304
 -0.21306857 -0.20745613 -0.20027434 -0.1916699  -0.18178197 -0.17072589
 -0.15860303 -0.14551024 -0.13154386 -0.11680061 -0.10137748 -0.08537158
 -0.06888003 -0.05199996 -0.03482852 -0.01746282  0.        ]"
"(3.740039878341143, 0)","(3.740039878341143, 0.20779545103717265)",[6.47709286 1.        ],[    0 -2874],"[ 0.         -0.00484282 -0.00966722 -0.01445477 -0.01918707 -0.02384571
 -0.02841231 -0.03286846 -0.03719542 -0.04137365 -0.04538145 -0.0491928
 -0.05279393 -0.05623927 -0.059698   -0.06198312 -0.06379158 -0.06536548
 -0.06667463 -0.0676369  -0.06823775 -0.06846632 -0.06830731 -0.06774202
 -0.06674634 -0.06528817 -0.0633329  -0.06086727 -0.05792031 -0.05454236
 -0.05078129 -0.04667725 -0.04226582 -0.03758112 -0.03265711 -0.02752788
 -0.02222758 -0.01679043 -0.01125065 -0.00564243  0.        ]"
"(4.611909218959082, 0)","(4.611909218959082, 0.23126036593997773)",[2.31147612 1.        ],[    0 -2147],"[ 0.         -0.00362425 -0.00721807 -0.01075108 -0.014193   -0.01751342
 -0.02068083 -0.02366034 -0.02641127 -0.02889113 -0.03107332 -0.03296283
 -0.03458032 -0.035944   -0.0370647  -0.03794662 -0.03860425 -0.03910459
 -0.0395879  -0.03918229 -0.03845966 -0.03761744 -0.03664041 -0.03549322
 -0.03418751 -0.03273723 -0.03115337 -0.02944556 -0.0276228  -0.02569392
 -0.02366776 -0.02155312 -0.01935887 -0.01709383 -0.01476687 -0.01238682
 -0.00996254 -0.00750287 -0.00501666 -0.00251275  0.        ]"
"(6.717881864732082, 0)","(6.717881864732082, 0.22109141566304766)",[5.3678585 1.       ],[    0 -1664],"[ 0.         -0.00323794 -0.0064614  -0.00965592 -0.01280701 -0.01590019
 -0.018921   -0.02185495 -0.02468758 -0.0274044  -0.02999095 -0.03243274
 -0.03471529 -0.03682414 -0.03874483 -0.04046298 -0.04196425 -0.04323425
 -0.04425773 -0.04501678 -0.04548874 -0.04564883 -0.04548277 -0.04499704
 -0.04422416 -0.04325619 -0.04226099 -0.04024176 -0.03786901 -0.0353736
 -0.03273968 -0.02993339 -0.02697391 -0.02388302 -0.02067913 -0.01737916
 -0.01399926 -0.01055542 -0.00706361 -0.0035398   0.        ]"
"(5.813874336917787, 0)","(5.813874336917787, 0.117579976279581)",[2.31381908 1.        ],[    0 -2073],"[ 0.         -0.00329178 -0.00655418 -0.00975786 -0.01287359 -0.01587201
 -0.0187227  -0.02139196 -0.02384051 -0.02602731 -0.02792665 -0.02954336
 -0.0308976  -0.03200777 -0.0328867  -0.03354393 -0.03398795 -0.03422707
 -0.03426928 -0.0341226  -0.03379268 -0.03328317 -0.03264745 -0.0319363
 -0.03082698 -0.02950616 -0.02811823 -0.02662053 -0.02500372 -0.02328161
 -0.02146434 -0.01956133 -0.01758142 -0.01553321 -0.01342522 -0.01126598
 -0.00906404 -0.00682793 -0.00456619 -0.00228737  0.        ]"
"(5.0777113622543855, 0)","(5.0777113622543855, 0.4656200338746386)",[7.99409245 1.        ],[    0 -3408],"[ 0.         -0.00446182 -0.00891115 -0.01333552 -0.01772244 -0.02205943
 -0.026334   -0.03053368 -0.03464597 -0.03865841 -0.04255851 -0.04633383
 -0.04997192 -0.05346025 -0.05678587 -0.05993447 -0.06288938 -0.0656346
 -0.06817186 -0.07055617 -0.07306582 -0.07297146 -0.07218754 -0.07098846
 -0.06951233 -0.06772913 -0.06562178 -0.06318463 -0.06040956 -0.05728388
 -0.05378832 -0.04989414 -0.04556967 -0.04080851 -0.03565448 -0.03017662
 -0.02444107 -0.01850478 -0.01241932 -0.00623452  0.        ]"
"(1.6612153576927637, 0)","(1.6612153576927637, 0.3520376963664351)",[7.93466709 1.        ],[    0 -8743],"[ 0.         -0.00942353 -0.01880999 -0.02812223 -0.03733656 -0.04647587
 -0.05570153 -0.06342214 -0.0706594  -0.07757524 -0.08423288 -0.09056404
 -0.09653145 -0.10210943 -0.1072697  -0.1119815  -0.11621305 -0.1199323
 -0.12310717 -0.12570562 -0.12769561 -0.12904512 -0.12972211 -0.12969456
 -0.12893047 -0.12739794 -0.12506537 -0.12190149 -0.11787455 -0.11294836
 -0.10707285 -0.10017443 -0.09217204 -0.08304935 -0.07291877 -0.06195742
 -0.05033498 -0.03819756 -0.02567746 -0.01290251  0.        ]"
"(7.350671037693357, 0)","(7.350671037693357, 0.1709910305278666)",[7.94265396 1.        ],[    0 -5801],"[ 0.         -0.0058227  -0.01162415 -0.0173831  -0.02307831 -0.02868853
 -0.03419251 -0.039569   -0.04479675 -0.04985452 -0.05472106 -0.05937512
 -0.06379544 -0.0679608  -0.07184993 -0.07544158 -0.07871452 -0.08164748
 -0.08421924 -0.08640854 -0.08819419 -0.08955501 -0.09046976 -0.09091674
 -0.09087244 -0.09031077 -0.08919326 -0.08749847 -0.0853776  -0.08315806
 -0.07868375 -0.07312081 -0.06704312 -0.06031067 -0.0528694  -0.04485646
 -0.03639723 -0.02759408 -0.01853684 -0.00931068  0.        ]"
"(5.4781071945286115, 0)","(5.4781071945286115, 0.44601718586003475)",[6.85552396 1.        ],[    0 -8779],"[ 0.         -0.01682906 -0.03360587 -0.05027817 -0.06679372 -0.08310025
 -0.09914551 -0.11487725 -0.13024321 -0.14519115 -0.15966882 -0.17362402
 -0.18700464 -0.19975861 -0.2118335  -0.22317497 -0.23372243 -0.24340363
 -0.25214689 -0.25996227 -0.26710985 -0.27473242 -0.2723873  -0.26731689
 -0.26063898 -0.25279979 -0.24356073 -0.23279232 -0.22048961 -0.20676549
 -0.19178451 -0.17569819 -0.158633   -0.14070138 -0.12201145 -0.10267093
 -0.08278791 -0.06247079 -0.04182808 -0.0209683   0.        ]"
"(6.97603042628905, 0)","(6.97603042628905, 0.32622297154889124)",[1.96685342 1.        ],[    0 -1489],"[ 0.         -0.00226901 -0.00451629 -0.00672017 -0.00885888 -0.01090988
 -0.0128483  -0.01464522 -0.0162705  -0.01770498 -0.01895145 -0.0200237
 -0.02093428 -0.02169171 -0.02230216 -0.02277102 -0.02310364 -0.02330538
 -0.0233817  -0.02333806 -0.02317989 -0.02291253 -0.02254097 -0.02206937
 -0.02150169 -0.02084753 -0.02013409 -0.01943179 -0.01825673 -0.01695403
 -0.01559837 -0.01420057 -0.01275112 -0.01125436 -0.00971787 -0.00814822
 -0.00655126 -0.00493251 -0.00329742 -0.00165144  0.        ]"
"(2.721076538644833, 0)","(2.721076538644833, 0.14642670116831255)",[6.26524067 1.        ],[    0 -4550],"[ 0.         -0.00754426 -0.01505732 -0.02250792 -0.02986476 -0.03709564
 -0.04416792 -0.05104454 -0.05768325 -0.06413293 -0.07049245 -0.07599164
 -0.08095795 -0.08567653 -0.09001438 -0.09389556 -0.0973014  -0.10020444
 -0.1025756  -0.10438452 -0.10560048 -0.10619235 -0.10612667 -0.1053628
 -0.10384785 -0.10152507 -0.09837135 -0.09443062 -0.08978048 -0.08449464
 -0.07863456 -0.07225451 -0.06540642 -0.05814197 -0.05051302 -0.0425716
 -0.03436977 -0.02595961 -0.01739321 -0.00872265  0.        ]"
"(5.220054395787265, 0)","(5.220054395787265, 0.16139684520694225)",[6.6822605 1.       ],[    0 -2055],"[ 0.         -0.00318829 -0.00636435 -0.00951594 -0.01263084 -0.01569681
 -0.01870163 -0.02163306 -0.02447886 -0.02722681 -0.02986469 -0.03238027
 -0.03476136 -0.03699573 -0.03907097 -0.04097396 -0.0426905  -0.04420151
 -0.04549431 -0.04662397 -0.04771779 -0.04792852 -0.0477187  -0.04732557
 -0.04668566 -0.04573149 -0.04444883 -0.04281897 -0.04083553 -0.03852102
 -0.03591253 -0.0330452  -0.02994865 -0.02664925 -0.02317233 -0.01954312
 -0.01578692 -0.01192911 -0.00799508 -0.00401024  0.        ]"
"(4.233963678813751, 0)","(4.233963678813751, 0.3605908531211244)",[5.51436853 1.        ],[    0 -5923],"[ 0.         -0.01360591 -0.02716301 -0.04062248 -0.05393551 -0.06705329
 -0.07992705 -0.09250807 -0.10474768 -0.11659697 -0.12800572 -0.13891942
 -0.14927455 -0.15900535 -0.16810391 -0.17675025 -0.18568462 -0.18850761
 -0.18954662 -0.18954219 -0.18871631 -0.18684768 -0.18383432 -0.17966254
 -0.17439576 -0.16813171 -0.16095919 -0.15294999 -0.14416641 -0.13466783
 -0.12451336 -0.11376237 -0.10247444 -0.09070921 -0.07852634 -0.06598551
 -0.05314637 -0.04006859 -0.02681183 -0.01343575  0.        ]"
"(5.549475537635042, 0)","(5.549475537635042, 0.4537094116693212)",[7.78344879 1.        ],[    0 -7711],"[ 0.         -0.01122077 -0.02240976 -0.03353521 -0.04456533 -0.05546836
 -0.06621251 -0.07676601 -0.0870971  -0.09717398 -0.10696489 -0.11643807
 -0.12556177 -0.13430429 -0.14263398 -0.15051894 -0.15792605 -0.16481841
 -0.17115258 -0.176887   -0.18202991 -0.18673881 -0.19179661 -0.18956585
 -0.18541225 -0.18010835 -0.17403981 -0.16712554 -0.15931672 -0.15058393
 -0.14087063 -0.13010578 -0.1182721  -0.10546505 -0.09183714 -0.07753439
 -0.06268214 -0.04739351 -0.03177771 -0.01594351  0.        ]"
"(3.2645701799534708, 0)","(3.2645701799534708, 0.42700502475604674)",[8.27129085 1.        ],[    0 -3832],"[ 0.         -0.00410072 -0.00818917 -0.01225306 -0.01628014 -0.02025814
 -0.02417478 -0.02801747 -0.03177271 -0.03542531 -0.03896    -0.04237321
 -0.0456977  -0.04909447 -0.05103912 -0.05257618 -0.05386345 -0.05497051
 -0.05586418 -0.05652805 -0.05695453 -0.05713428 -0.05705603 -0.05670768
 -0.05607691 -0.05515143 -0.05391897 -0.05236744 -0.0504849  -0.04825917
 -0.04567614 -0.04271563 -0.03934714 -0.0355369  -0.0312795  -0.02662597
 -0.02165568 -0.01644478 -0.01105904 -0.00555821  0.        ]"
"(7.617030390909861, 0)","(7.617030390909861, 0.18029877399945213)",[3.76051068 1.        ],[    0 -8352],"[ 0.         -0.01607215 -0.03204871 -0.04783406 -0.06333261 -0.07844876
 -0.09308689 -0.10715144 -0.12054692 -0.13317813 -0.14495021 -0.15576782
 -0.16553136 -0.17412801 -0.18142246 -0.18727226 -0.19159681 -0.19443848
 -0.19590146 -0.19608285 -0.19505721 -0.19288595 -0.18962624 -0.18533471
 -0.18006786 -0.17388085 -0.16682684 -0.15894632 -0.15030163 -0.14112761
 -0.13175347 -0.12030463 -0.10801812 -0.09549757 -0.08264677 -0.06941781
 -0.05588477 -0.0421158  -0.02817288 -0.01411507  0.        ]"
"(6.559574840669222, 0)","(6.559574840669222, 0.28205917646576373)",[3.38480617 1.        ],[    0 -8587],"[ 0.         -0.01702159 -0.03394096 -0.05065588 -0.06706413 -0.08306348
 -0.09855174 -0.11342681 -0.12758687 -0.14093047 -0.15335564 -0.16475605
 -0.17501179 -0.18397979 -0.19150968 -0.19751465 -0.20203437 -0.20517212
 -0.20702388 -0.20766233 -0.20714547 -0.20552386 -0.20283937 -0.19912681
 -0.19447807 -0.18918421 -0.1839187  -0.17434726 -0.16348386 -0.1521218
 -0.14029484 -0.12788218 -0.11493685 -0.1015366  -0.08774692 -0.07362652
 -0.0592312  -0.04461596 -0.02983569 -0.01494536  0.        ]"
"(7.574122255587695, 0)","(7.574122255587695, 0.42576244579735256)",[5.06159835 1.        ],[    0 -8923],"[ 0.         -0.01809098 -0.03610025 -0.05394611 -0.07154684 -0.08882073
 -0.10568609 -0.12206119 -0.13786434 -0.15301381 -0.1674279  -0.1810249
 -0.19372311 -0.20544097 -0.21609717 -0.22561082 -0.23390046 -0.24088013
 -0.24644971 -0.25048508 -0.25285454 -0.25349248 -0.25246472 -0.2499028
 -0.24592916 -0.2406375  -0.23409942 -0.2263859  -0.21763318 -0.20816438
 -0.19896557 -0.18238888 -0.16406146 -0.14495763 -0.12537206 -0.10527514
 -0.08472891 -0.06383678 -0.04269428 -0.02138785  0.        ]"
"(2.3497309400747595, 0)","(2.3497309400747595, 0.3968228323075158)",[8.07855221 1.        ],[    0 -6825],"[ 0.         -0.00765134 -0.01527769 -0.02285371 -0.03035277 -0.0377456
 -0.045002   -0.0521078  -0.05910311 -0.06618983 -0.0715151  -0.07630203
 -0.08075326 -0.08493934 -0.08879329 -0.09228417 -0.09539422 -0.09810269
 -0.10038603 -0.10221951 -0.10357811 -0.10443677 -0.10477046 -0.10455416
 -0.10376291 -0.10237179 -0.10035613 -0.09769154 -0.09435323 -0.09031293
 -0.08553158 -0.07995171 -0.07351007 -0.06619388 -0.05809091 -0.04933943
 -0.04007187 -0.03040232 -0.02043404 -0.0102668   0.        ]"
"(3.520876241961859, 0)","(3.520876241961859, 0.41677029848849856)",[3.84406525 1.        ],[    0 -1541],"[ 0.         -0.00422249 -0.00842735 -0.01259693 -0.0167136  -0.02075977
 -0.02471783 -0.02857011 -0.03229854 -0.03588371 -0.03930364 -0.04253618
 -0.04557615 -0.04847183 -0.05147137 -0.05221805 -0.05232803 -0.05206913
 -0.05158035 -0.05084805 -0.04987978 -0.04869396 -0.04730562 -0.04572675
 -0.04396813 -0.04204028 -0.03995372 -0.03771901 -0.03534671 -0.03284741
 -0.0302317  -0.02751015 -0.02469335 -0.02179189 -0.01881635 -0.0157773
 -0.01268534 -0.00955105 -0.006385   -0.00319779  0.        ]"
"(8.491086006604153, 0)","(8.491086006604153, 0.3977434280882143)",[2.45518792 1.        ],[    0 -3202],"[ 0.         -0.00536542 -0.01068686 -0.0159204  -0.02102219 -0.02594854
 -0.03065557 -0.03509776 -0.03922454 -0.04297668 -0.04629227 -0.04913305
 -0.05150794 -0.05344957 -0.05498782 -0.05614394 -0.05693414 -0.05737297
 -0.05747482 -0.05725418 -0.05672568 -0.05590397 -0.05480371 -0.05343956
 -0.05182621 -0.04997832 -0.04791053 -0.0456373  -0.04317252 -0.04052897
 -0.03771975 -0.03476668 -0.03171594 -0.02868661 -0.02485567 -0.02083674
 -0.01674953 -0.01261886 -0.00844126 -0.00422909  0.        ]"
